artifactNumber	ObjectName	BeginDate	group1	category1	material	Length	Width	Height	image
1979.0377.001	Composing stick	1870	Craft	Typesetting	metal->steel;metal->brass	30.5 cm	5.8 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0377.001.aa.cs.png
1979.0378.001	Lock	Unknown	Craft	Lock up/imposition	metal->steel	36.4 cm	11.3 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0378.001.aa.cs.png
1979.0379.001	Lock	Unknown	Craft	Lock up/imposition	metal->steel	17.0 cm	7.5 cm	1.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0379.001.aa.cs.png
1979.0380.001	Lock	Unknown	Craft	Lock up/imposition	metal->steel	17.0 cm	7.6 cm	1.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0380.001.aa.cs.png
1979.0383.001	"""Receiver, radio"""	1924	Technology	Radio	wood->;metal->;synthetic->bakelite	88.5 cm	29.0 cm	28.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0383.001.aa.cs.png
1979.0384.001	Tool kit	Unknown	Technology	Tools & equipment-trades	wood->;metal->steel;metal->brass	44.2 cm	24.0 cm	11.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0384.001.aa.cs.png
1979.0387.001	"""Recorder-player, wire"""	1940	Technology	Sound	synthetic->bakelite;metal;glass	31.2 cm	25.3 cm	26.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0387.001.aa.cs.png
1979.0388.001	"""Recorder-player, wire"""	Unknown	Technology	Sound	metal->steel;metal->aluminum;fibre->;synthetic->plastic	33.5 cm	21.5 cm	29.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0388.001.aa.cs.png
1979.0389.001	Calculator	1970	Numbers	Calculating devices	synthetic->plastic;metal->steel	30.0 cm	45.0 cm	12.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0389.001.aa.cs.png
1979.0390.001	"""Recorder-player, wire"""	1950	Technology	Sound	synthetic->plastic;synthetic->bakelite;metal->;fibre->;skin->leather	17.6 cm	11.8 cm	5.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0390.001.aa.cs.png
1979.0391.001	"""Receiver, radio"""	1939	Technology	Radio	metal->;synthetic->bakelite;synthetic->plastic	22.0 cm	33.0 cm	32.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0391.001.aa.cs.png
1979.0392.108	"""Type, wood"""	1860	Craft	Image carriers	wood	17.7 cm	4.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.108.aa.cs.png
1979.0392.109	"""Type, wood"""	1860	Craft	Image carriers	wood	17.7 cm	3.5 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.109.aa.cs.png
1979.0392.110	"""Type, wood"""	1860	Craft	Image carriers	wood	17.7 cm	3.9 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.110.aa.cs.png
1979.0392.111	"""Type, wood"""	1860	Craft	Image carriers	wood	17.7 cm	3.9 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.111.aa.cs.png
1979.0392.112	"""Type, wood"""	1860	Craft	Image carriers	wood	17.7 cm	3.2 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.112.aa.cs.png
1979.0392.113	"""Type, wood"""	1860	Craft	Image carriers	wood	15.0 cm	11.5 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.113.aa.cs.png
1979.0392.114	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.6 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.114.aa.cs.png
1979.0392.115	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.4 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.115.aa.cs.png
1979.0392.116	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	2.5 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.116.aa.cs.png
1979.0392.117	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	2.5 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.117.aa.cs.png
1979.0392.118	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.118.aa.cs.png
1979.0392.119	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.119.aa.cs.png
1979.0392.120	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.120.aa.cs.png
1979.0392.121	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	4.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.121.aa.cs.png
1979.0392.122	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	2.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.122.aa.cs.png
1979.0392.123	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	2.7 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.123.aa.cs.png
1979.0392.124	"""Type, wood"""	1860	Craft	Image carriers	Unknown	4.2 cm	4.2 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.124.aa.cs.png
1979.0392.125	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.125.aa.cs.png
1979.0392.126	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	4.5 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.126.aa.cs.png
1979.0392.127	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	3.4 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.127.aa.cs.png
1979.0392.128	"""Type, wood"""	1860	Craft	Image carriers	wood	4.2 cm	2.7 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.128.aa.cs.png
1979.0392.129	"""Type, wood"""	1860	Craft	Image carriers	wood	5.0 cm	4.1 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.129.aa.cs.png
1979.0392.130	"""Type, wood"""	1860	Craft	Image carriers	wood	5.5 cm	4.1 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.130.aa.cs.png
1979.0392.131	"""Type, wood"""	1860	Craft	Image carriers	wood	5.4 cm	4.2 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.131.aa.cs.png
1979.0392.132	"""Type, wood"""	1860	Craft	Image carriers	wood	5.3 cm	4.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.132.aa.cs.png
1979.0392.133	"""Type, wood"""	1860	Craft	Image carriers	wood	5.4 cm	4.1 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.133.aa.cs.png
1979.0392.134	"""Type, wood"""	1860	Craft	Image carriers	wood	4.9 cm	4.1 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.134.aa.cs.png
1979.0392.135	"""Type, wood"""	1860	Craft	Image carriers	wood	4.0 cm	4.2 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.135.aa.cs.png
1979.0392.136	"""Type, wood"""	1860	Craft	Image carriers	wood	4.6 cm	1.1 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.136.aa.cs.png
1979.0392.137	"""Type, wood"""	1860	Craft	Image carriers	wood	4.1 cm	3.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0392.137.aa.cs.png
1979.0393.001	Motorbicycle	1947	Transport	Motorcycle vehicles	metal->chromium;metal->steel;resin->rubber;synthetic	202.0 cm	72.5 cm	96.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0393.001.aa.cs.png
1979.0394.001	"""Separator, cream"""	1930	Nature	Dairying	metal;wood	41.0 cm	34.3 cm	60.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0394.001.aa.cs.png
1979.0396.001	Jack	Unknown	Nature	Land improvement	metal->steel;wood->hickory	165.0 cm	33.0 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0396.001.aa.cs.png
1979.0397.001	"""Saw, ice"""	1912	Technology	Cottage industries	metal->iron;metal->steel;wood->;skin->leather	180.5 cm	33.0 cm	8.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0397.001.aa.cs.png
1979.0398.001	"""Tyer, vegetable"""	Unknown	Nature	Crop handling	metal->cast-iron;metal->steel;metal->aluminum	98.0 cm	43.0 cm	90.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0398.001.aa.cs.png
1979.0400.001	Camera	1960	Craft	Still cameras	metal->;glass->;synthetic->plastic;wood	223.0 cm	61.0 cm	158.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0400.001.aa.cs.png
1979.0401.001	"""Engine, motorcycle"""	1971	Transport	Motorcycle engineering	metal->steel;metal->aluminum;synthetic->;resin->rubber	71.0 cm	65.0 cm	62.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0401.001.aa.cs.png
1979.0402.001	Outboard motor	1961	Transport	Motive power	metal->aluminum;metal->steel;glass->fibreglass	70.0 cm	36.0 cm	145.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0402.001.aa.cs.png
1979.0403.001	Plow	1938	Nature	Cultivation	metal->cast-iron;metal->steel	300.0 cm	150.0 cm	110.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0403.001.aa.cs.png
1979.0404.001	"""Blower, forage"""	1945	Nature	Crop handling	metal->steel;resin->rubber	435.0 cm	200.0 cm	170.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0404.001.aa.cs.png
1979.0406.001	"""Harvester, forage"""	1950	Nature	Crop handling	resin->rubber;metal->steel	600.0 cm	260.0 cm	250.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0406.001.aa.cs.png
1979.0407.001	"""Engine, stationary"""	1912	Nature	Power sources	metal->cast-iron;metal->brass;glass	75.0 cm	54.0 cm	46.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0407.001.aa.cs.png
1979.0408.001	"""Engine, stationary"""	1915	Nature	Power sources	metal->cast-iron;metal->steel;metal->brass;glass	127.0 cm	90.0 cm	85.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0408.001.aa.cs.png
1979.0409.001	Grader	1913	Technology	Civil engineering	metal;wood	400.0 cm	217.0 cm	235.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0409.001.aa.cs.png
1979.0410.001	Ruling machine	1855	Craft	Ruling	wood->cherry;metal->brass;metal->steel;metal->iron	304.8 cm	129.5 cm	216.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0410.001.aa.cs.png
1979.0411.001	"""Press, standing"""	1883	Craft	Casing-in	metal->iron;metal->brass	63.5 cm	101.5 cm	221.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0411.001.aa.cs.png
1979.0412.001	"""Cutter, paper"""	Unknown	Craft	Cutting	metal->iron	178.0 cm	155.0 cm	155.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0412.001.aa.cs.png
1979.0413.001	Numbering & paginating machine	Unknown	Craft	Paging & numbering	metal->iron;metal->brass;wood	88.9 cm	50.8 cm	139.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0413.001.aa.cs.png
1979.0414.001	Composing stick	Unknown	Craft	Typesetting	metal->steel	35.5 cm	5.3 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0414.001.aa.cs.png
1979.0415.001	Composing stick	1909	Craft	Typesetting	metal	26.6 cm	1.8 cm	5.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0415.001.aa.cs.png
1979.0416.001	Composing stick	Unknown	Craft	Typesetting	metal	20.3 cm	2.5 cm	6.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0416.001.aa.cs.png
1979.0417.001	Composing stick	Unknown	Craft	Typesetting	metal->steel	12.5 cm	5.9 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0417.001.aa.cs.png
1979.0418.001	Camera	Unknown	Craft	Still cameras	synthetic->plastic;metal	4.8 cm	10.8 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0418.001.aa.cs.png
1979.0419.001	Camera	Unknown	Craft	Still cameras	synthetic->plastic;metal	4.8 cm	10.8 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0419.001.aa.cs.png
1979.0420.001	Camera	Unknown	Craft	Still cameras	synthetic->plastic;metal	5.6 cm	11.6 cm	2.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0420.001.aa.cs.png
1979.0421.001	Camera	Unknown	Craft	Still cameras	synthetic->plastic;metal	4.7 cm	11.5 cm	6.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0421.001.aa.cs.png
1979.0422.001	Camera	1977	Craft	Still cameras	synthetic->plastic;metal	5.2 cm	12.0 cm	3.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0422.001.aa.cs.png
1979.0423.001	Camera	1970	Craft	Still cameras	synthetic->plastic;metal	5.5 cm	11.0 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0423.001.aa.cs.png
1979.0424.001	Camera	1970	Craft	Still cameras	synthetic->plastic;metal	5.5 cm	10.5 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0424.001.aa.cs.png
1979.0425.001	Camera	1969	Craft	Still cameras	synthetic->plastic;metal	5.5 cm	12.5 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0425.001.aa.cs.png
1979.0427.001	Camera	1963	Craft	Still cameras	synthetic->plastic;metal	5.0 cm	10.5 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0427.001.aa.cs.png
1979.0428.001	Camera	1970	Craft	Still cameras	synthetic->plastic;metal;glass	5.0 cm	11.5 cm	6.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0428.001.aa.cs.png
1979.0429.001	Camera	1964	Craft	Still cameras	synthetic->plastic;metal	5.0 cm	10.0 cm	5.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0429.001.aa.cs.png
1979.0430.001	Camera	1950	Craft	Still cameras	synthetic->plastic;metal;glass	8.0 cm	8.0 cm	12.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0430.001.aa.cs.png
1979.0432.001	Camera	1953	Craft	Still cameras	synthetic->plastic;metal	7.0 cm	10.0 cm	7.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0432.001.aa.cs.png
1979.0433.001	Camera	Unknown	Craft	Still cameras	metal->;synthetic->plastic;paper	3.5 cm	5.0 cm	3.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0433.001.aa.cs.png
1979.0434.001	Camera	1932	Craft	Still cameras	metal->;skin->leather;fibre;glass	19.5 cm	11.0 cm	15.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0434.001.aa.cs.png
1979.0437.001	Camera	1910	Craft	Still cameras	metal->steel;metal->brass;skin->leather;glass	10.0 cm	14.0 cm	5.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0437.001.aa.cs.png
1979.0441.001	Camera	1920	Craft	Still cameras	wood->;metal->brass;synthetic->plastic;skin->leather;glass	25.0 cm	21.0 cm	22.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0441.001.aa.cs.png
1979.0442.001	Camera	1920	Craft	Cine cameras	metal->steel;glass	12.0 cm	8.0 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0442.001.aa.cs.png
1979.0443.001	Camera	1908	Craft	Still cameras	skin->leather;wood->mahogany;metal->brass;glass	34.0 cm	16.0 cm	16.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0443.001.aa.cs.png
1979.0444.001	Camera	1910	Craft	Still cameras	wood->mahogany;metal->brass;glass->;fibre->canvas	59.0 cm	34.0 cm	30.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0444.001.aa.cs.png
1979.0445.001	Camera	Unknown	Craft	Still cameras	metal->brass;wood->mahogany;skin->leather	42.0 cm	24.5 cm	23.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0445.001.aa.cs.png
1979.0446.001	Camera	1930	Craft	Still cameras	metal->brass;wood->teak;skin->leather;glass	19.5 cm	23.0 cm	29.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0446.001.aa.cs.png
1979.0447.001	Camera	1910	Craft	Still cameras	wood->mahogany;metal->brass;skin->leather	39.0 cm	20.2 cm	20.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0447.001.aa.cs.png
1979.0448.001	Camera	1930	Craft	Still cameras	wood->;metal->;skin->leather;glass	36.0 cm	24.5 cm	28.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0448.001.aa.cs.png
1979.0449.001	Camera	1920	Craft	Still cameras	wood->mahogany;metal->brass;skin->leather;glass	36.5 cm	25.0 cm	21.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0449.001.aa.cs.png
1979.0450.001	Voltmeter	1920	Technology	Measurement	metal->brass;metal->copper;glass	18.5 cm	18.5 cm	20.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0450.001.aa.cs.png
1979.0452.001	Sounder	1915	Technology	Telegraphy	wood->;metal->brass;metal->copper;paper;fibre	15.0 cm	7.6 cm	9.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0452.001.aa.cs.png
1979.0453.001	"""Panel, electrical"""	1908	Technology	User site	stone->slate;metal->copper	66.1 cm	40.7 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0453.001.aa.cs.png
1979.0454.001	Wattmeter	1912	Technology	Measurement	wood->;glass->;metal->stainless steel	23.0 cm	18.5 cm	11.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0454.001.aa.cs.png
1979.0455.001	UV light treatment apparatus	1912	Technology	Medical equipment	metal->;glass->;fibre->velvet	22.5 cm	30.0 cm	18.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0455.001.aa.cs.png
1979.0455.003	Electrode	1912	Technology	Medical equipment	Unknown	16.6 cm	8.2 cm	5.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0455.003.aa.cs.png
1979.0456.001	Projector	Unknown	Craft	Still images	metal;fibre;wood	40.5 cm	13.3 cm	28.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0456.001.aa.cs.png
1979.0457.001	"""Writer-protector, cheque"""	1915	Craft	Image transfer	metal->steel	41.0 cm	14.0 cm	13.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0457.001.aa.cs.png
1979.0458.001	"""Receiver, radio & player, disk"""	1941	Technology	Radio	wood->;fibre->;synthetic->plastic;metal	43.0 cm	68.0 cm	104.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0458.001.aa.cs.png
1979.0459.001	"""Receiver, television"""	1955	Technology	Television	metal;synthetic;glass	52.0 cm	41.0 cm	32.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0459.001.aa.cs.png
1979.0462.001	"""Slicer, meat"""	Unknown	Technology	Food processing	metal	100.0 cm	55.0 cm	69.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0462.001.aa.cs.png
1979.0467.001	Saw set	Unknown	Nature	Maintenance equipment	metal->steel	31.8 cm	10.0 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0467.001.aa.cs.png
1979.0468.001	"""Gauge & jointer, saw"""	1950	Nature	Maintenance equipment	metal	13.7 cm	2.1 cm	5.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0468.001.aa.cs.png
1979.0470.001	"""Trimmer, saw"""	1917	Craft	Make-up	metal->cast-iron;metal->steel;metal->brass	62.0 cm	51.0 cm	109.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0470.001.aa.cs.png
1979.0471.001	Motor	Unknown	Technology	Power sources	metal->steel	43.0 cm	25.0 cm	22.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0471.001.aa.cs.png
1979.0472.001	"""Pump, air"""	Unknown	Technology	Power sources	metal->iron;metal->steel	53.0 cm	42.0 cm	71.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0472.001.aa.cs.png
1979.0473.001	"""Roller, land"""	Unknown	Nature	Cultivation	wood->;metal->cast-iron	155.0 cm	125.0 cm	140.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0473.001.aa.cs.png
